File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF732PQC	bam	bam		alignments	mm10	ENCSR000CMS	DNase-seq	/mouse-donors/ENCDO083AAA/	NTR:0000720	c-Kit-positive CD71-negative TER-119-negative erythroid progenitor cells	primary cell	Mus musculus											DNA						2013-04-25	ENCODE		see document		1	1_1		36					/files/ENCFF693KEF/	1222963201	ENCODE Processing Pipeline	aba7aff4f892c4920366f767ca37fbd2		https://www.encodeproject.org/files/ENCFF732PQC/@@download/ENCFF732PQC.bam				released	s3://encode-public/2017/08/24/64dbd4bc-c790-4bce-8201-236c2ce4e1ca/ENCFF732PQC.bam	ENCODE3 mm10	archived	low read depth		
ENCFF001PGH	bam	bam		alignments	mm9	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		2	2_1		36					/files/ENCFF001PGR/, /files/ENCFF001PGS/, /files/ENCFF001PGT/	888267215	John Stamatoyannopoulos, UW	b9cd417b76af3078acb281eb0070e07e		https://www.encodeproject.org/files/ENCFF001PGH/@@download/ENCFF001PGH.bam				archived	s3://encode-public/2011/05/06/7d09ee0e-678a-463b-85bf-b11d5b3ccde3/ENCFF001PGH.bam	Lab custom mm9	archived			extremely low read depth
ENCFF001PGW	bam	bam		alignments	mm9	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		1	1_1		36					/files/ENCFF001PGJ/, /files/ENCFF001PGK/, /files/ENCFF001PGL/, /files/ENCFF001PGM/, /files/ENCFF001PGN/, /files/ENCFF001PGO/, /files/ENCFF001PGP/, /files/ENCFF001PGQ/	3037436265	John Stamatoyannopoulos, UW	c22f8db512a9c364729cdd9013f41a9c		https://www.encodeproject.org/files/ENCFF001PGW/@@download/ENCFF001PGW.bam				archived	s3://encode-public/2011/05/06/897a1251-afbf-45b6-8211-d30364d6bd69/ENCFF001PGW.bam	Lab custom mm9	archived			extremely low read depth
ENCFF682CTY	bam	bam		unfiltered alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		1	1_1		36					/files/ENCFF001PGP/, /files/ENCFF001PGQ/, /files/ENCFF001PGK/, /files/ENCFF001PGM/, /files/ENCFF001PGL/, /files/ENCFF001PGN/, /files/ENCFF001PGO/, /files/ENCFF001PGJ/, /files/ENCFF340HIY/	4052305432	ENCODE Processing Pipeline	f16531d2bed203c42f0c28c262131ece		https://www.encodeproject.org/files/ENCFF682CTY/@@download/ENCFF682CTY.bam				released	s3://encode-public/2016/10/21/d06bd78a-6a75-44ea-8a01-bb0b73906bba/ENCFF682CTY.bam	ENCODE3 mm10	archived			extremely low read depth
ENCFF595RRO	bam	bam		unfiltered alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		2	2_1		36					/files/ENCFF001PGS/, /files/ENCFF001PGT/, /files/ENCFF001PGR/, /files/ENCFF340HIY/	1292256903	ENCODE Processing Pipeline	0b50aa9d9a1d8e3512e670ba0e805d54		https://www.encodeproject.org/files/ENCFF595RRO/@@download/ENCFF595RRO.bam				released	s3://encode-public/2016/10/21/1cb52d84-e120-4fbc-8bdc-9015a04c6f27/ENCFF595RRO.bam	ENCODE3 mm10	archived			extremely low read depth
ENCFF470BCS	bam	bam		alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		1	1_1		36					/files/ENCFF682CTY/	3217664648	ENCODE Processing Pipeline	746b9b830af598de8bae6bfbbb9fe9fd		https://www.encodeproject.org/files/ENCFF470BCS/@@download/ENCFF470BCS.bam				archived	s3://encode-public/2016/10/21/a0e3da34-cd9a-43a5-89e1-83bdf06c2724/ENCFF470BCS.bam	ENCODE3 mm10	archived			extremely low read depth
ENCFF113CTN	bam	bam		alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		2	2_1		36					/files/ENCFF595RRO/	931951322	ENCODE Processing Pipeline	8fed5dfbaaa6c4b859bc4d6efe116dbc		https://www.encodeproject.org/files/ENCFF113CTN/@@download/ENCFF113CTN.bam				archived	s3://encode-public/2016/10/21/434fba46-f083-4948-8217-ebf6a5194425/ENCFF113CTN.bam	ENCODE3 mm10	archived			extremely low read depth
ENCFF481CVD	bam	bam		unfiltered alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		1	1_1		36					/files/ENCFF001PGP/, /files/ENCFF001PGK/, /files/ENCFF063EBQ/, /files/ENCFF001PGM/, /files/ENCFF001PGQ/, /files/ENCFF001PGN/, /files/ENCFF001PGJ/, /files/ENCFF001PGO/, /files/ENCFF001PGL/	4849600340	ENCODE Processing Pipeline	71c04d68cf4f1680e9ff631aa8abbb9f		https://www.encodeproject.org/files/ENCFF481CVD/@@download/ENCFF481CVD.bam				released	s3://encode-public/2020/10/15/ef7c3da5-31a2-44e2-b9e1-0507150fec3b/ENCFF481CVD.bam	ENCODE4 v3.0.0-alpha.2 mm10	released			extremely low read depth
ENCFF910JKE	bam	bam		alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		1	1_1		36					/files/ENCFF682CTY/	3189618242	ENCODE Processing Pipeline	08b39b2df24a08c6cb744da74084b855		https://www.encodeproject.org/files/ENCFF910JKE/@@download/ENCFF910JKE.bam				released	s3://encode-public/2017/08/24/a1db5347-b0c3-4c68-b071-80fa116b7146/ENCFF910JKE.bam	ENCODE3 mm10	archived			extremely low read depth
ENCFF690GXF	bam	bam		alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		2	2_1		36					/files/ENCFF595RRO/	923975891	ENCODE Processing Pipeline	1dd520bb477f41049ef2425df93d5687		https://www.encodeproject.org/files/ENCFF690GXF/@@download/ENCFF690GXF.bam				released	s3://encode-public/2017/08/24/67e2d9b7-7430-4c34-a29b-f8080e40e4c4/ENCFF690GXF.bam	ENCODE3 mm10	archived			extremely low read depth
ENCFF807CKC	bam	bam		alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		2	2_1		36					/files/ENCFF607ACN/, /files/ENCFF882SRG/	911031225	ENCODE Processing Pipeline	1f2309f91fd2fcf20b07d2064164116a		https://www.encodeproject.org/files/ENCFF807CKC/@@download/ENCFF807CKC.bam				released	s3://encode-public/2020/10/15/9434f550-cbcc-412d-934b-f0d39e4ca135/ENCFF807CKC.bam	ENCODE4 v3.0.0-alpha.2 mm10	released			extremely low read depth
ENCFF607ACN	bam	bam		unfiltered alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		2	2_1		36					/files/ENCFF001PGS/, /files/ENCFF001PGT/, /files/ENCFF001PGR/, /files/ENCFF063EBQ/	1499826351	ENCODE Processing Pipeline	b9466ed73d486f934f32e8b8532f7344		https://www.encodeproject.org/files/ENCFF607ACN/@@download/ENCFF607ACN.bam				released	s3://encode-public/2020/10/15/0d023fcb-9e9f-41be-8ff4-58ea37b2c333/ENCFF607ACN.bam	ENCODE4 v3.0.0-alpha.2 mm10	released			extremely low read depth
ENCFF668NSZ	bam	bam		alignments	mm10	ENCSR000CMQ	DNase-seq	/mouse-donors/ENCDO324YEK/	EFO:0005233	CH12.LX	cell line	Mus musculus											DNA						2013-05-16	ENCODE		see document		1	1_1		36					/files/ENCFF882SRG/, /files/ENCFF481CVD/	3137846832	ENCODE Processing Pipeline	1b2e67e5fbf1c991af18d0d3538a71c5		https://www.encodeproject.org/files/ENCFF668NSZ/@@download/ENCFF668NSZ.bam				released	s3://encode-public/2020/10/15/92cdd142-378c-4399-8a76-d9c49572b1e3/ENCFF668NSZ.bam	ENCODE4 v3.0.0-alpha.2 mm10	released			extremely low read depth
ENCFF001PIG	bam	bam		alignments	mm9	ENCSR000CMU	DNase-seq	/mouse-donors/ENCDO083AAA/	NTR:0000722	c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells	primary cell	Mus musculus											DNA						2013-04-25	ENCODE		see document		1	1_1		36					/files/ENCFF001PHV/, /files/ENCFF001PHW/, /files/ENCFF001PHY/, /files/ENCFF001PHZ/, /files/ENCFF001PIA/	2173608618	John Stamatoyannopoulos, UW	44d626026d4ee8c873a9b6e8311450a7		https://www.encodeproject.org/files/ENCFF001PIG/@@download/ENCFF001PIG.bam				archived	s3://encode-public/2011/05/06/9b24ef3b-7258-4139-88ee-c4b6ede48ab3/ENCFF001PIG.bam	Lab custom mm9	archived	low spot score		
ENCFF532NIY	bam	bam		unfiltered alignments	mm10	ENCSR000CMU	DNase-seq	/mouse-donors/ENCDO083AAA/	NTR:0000722	c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells	primary cell	Mus musculus											DNA						2013-04-25	ENCODE		see document		1	1_1		36					/files/ENCFF001PIA/, /files/ENCFF001PHZ/, /files/ENCFF001PHY/, /files/ENCFF001PHW/, /files/ENCFF001PHV/, /files/ENCFF340HIY/	2930664483	ENCODE Processing Pipeline	2cb6fa094667cd862da92b33efdd9b1d		https://www.encodeproject.org/files/ENCFF532NIY/@@download/ENCFF532NIY.bam				released	s3://encode-public/2016/10/21/65d0cf19-03ff-4f95-9b57-407b76017ba8/ENCFF532NIY.bam	ENCODE3 mm10	archived	low spot score		
ENCFF850FOU	bam	bam		alignments	mm10	ENCSR000CMU	DNase-seq	/mouse-donors/ENCDO083AAA/	NTR:0000722	c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells	primary cell	Mus musculus											DNA						2013-04-25	ENCODE		see document		1	1_1		36					/files/ENCFF532NIY/	2305172067	ENCODE Processing Pipeline	dc8fcb1b320123e8f0c3d90bc28f5bf2		https://www.encodeproject.org/files/ENCFF850FOU/@@download/ENCFF850FOU.bam				archived	s3://encode-public/2016/10/21/9ae81d9b-5c10-42a8-9aea-77e67932caf3/ENCFF850FOU.bam	ENCODE3 mm10	archived	low spot score		
ENCFF348GIC	bam	bam		alignments	mm10	ENCSR000CMU	DNase-seq	/mouse-donors/ENCDO083AAA/	NTR:0000722	c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells	primary cell	Mus musculus											DNA						2013-04-25	ENCODE		see document		1	1_1		36					/files/ENCFF532NIY/	2282582003	ENCODE Processing Pipeline	8f0b850793bf45967959b6ef2759b373		https://www.encodeproject.org/files/ENCFF348GIC/@@download/ENCFF348GIC.bam				released	s3://encode-public/2017/08/24/ced08a4e-44a2-4c13-9372-d3c34905535a/ENCFF348GIC.bam	ENCODE3 mm10	archived	low spot score		
ENCFF773RIS	bam	bam		unfiltered alignments	mm10	ENCSR000CMU	DNase-seq	/mouse-donors/ENCDO083AAA/	NTR:0000722	c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells	primary cell	Mus musculus											DNA						2013-04-25	ENCODE		see document		1	1_1		36					/files/ENCFF001PHW/, /files/ENCFF001PHZ/, /files/ENCFF063EBQ/, /files/ENCFF001PHV/, /files/ENCFF001PHY/, /files/ENCFF001PIA/	3515305186	ENCODE Processing Pipeline	301bca968cbc17d3bf58d7ca374a18c7		https://www.encodeproject.org/files/ENCFF773RIS/@@download/ENCFF773RIS.bam				released	s3://encode-public/2020/10/15/3c47963b-5555-40f4-9edc-9c5460b28a40/ENCFF773RIS.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
ENCFF050LMP	bam	bam		alignments	mm10	ENCSR000CMU	DNase-seq	/mouse-donors/ENCDO083AAA/	NTR:0000722	c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells	primary cell	Mus musculus											DNA						2013-04-25	ENCODE		see document		1	1_1		36					/files/ENCFF773RIS/, /files/ENCFF882SRG/	2238706655	ENCODE Processing Pipeline	a6dcaecd9968ee45fc59c8712598b1d5		https://www.encodeproject.org/files/ENCFF050LMP/@@download/ENCFF050LMP.bam				released	s3://encode-public/2020/10/15/0bf39b03-d043-4c19-9984-d2e5653bce76/ENCFF050LMP.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low spot score		
ENCFF001PMK	bam	bam		alignments	mm9	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF001PNR/	1312663898	John Stamatoyannopoulos, UW	722ea5dcb1b19aed13d4cc5f82baa621		https://www.encodeproject.org/files/ENCFF001PMK/@@download/ENCFF001PMK.bam				archived	s3://encode-public/2011/05/06/210e37ec-39da-445f-a490-937e1fbf88a4/ENCFF001PMK.bam	Lab custom mm9	archived	low read depth, low spot score		extremely low spot score
ENCFF001PMS	bam	bam		alignments	mm9	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF001PMP/, /files/ENCFF001PMQ/	1875430088	John Stamatoyannopoulos, UW	74f240d00e153fa443eeca1eadab0642		https://www.encodeproject.org/files/ENCFF001PMS/@@download/ENCFF001PMS.bam				archived	s3://encode-public/2011/05/06/32c3357e-8d16-4c82-b5bc-8cb7154231dc/ENCFF001PMS.bam	Lab custom mm9	archived	low read depth, low spot score		extremely low spot score
ENCFF516NSV	bam	bam		unfiltered alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF001PNR/, /files/ENCFF340HIY/	1733851697	ENCODE Processing Pipeline	3a623ff20841805be61f71ff15ca1f50		https://www.encodeproject.org/files/ENCFF516NSV/@@download/ENCFF516NSV.bam				released	s3://encode-public/2016/10/21/db6292be-5cf5-436f-a568-1f111a32496a/ENCFF516NSV.bam	ENCODE3 mm10	archived	low read depth, low spot score		extremely low spot score
ENCFF587QWX	bam	bam		unfiltered alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF001PMQ/, /files/ENCFF001PMP/, /files/ENCFF340HIY/	2485801401	ENCODE Processing Pipeline	168793ed76738a0d6e798be9ebbf013b		https://www.encodeproject.org/files/ENCFF587QWX/@@download/ENCFF587QWX.bam				released	s3://encode-public/2016/10/21/1f091745-3585-4832-af74-36b8a111ac52/ENCFF587QWX.bam	ENCODE3 mm10	archived	low read depth, low spot score		extremely low spot score
ENCFF938HZO	bam	bam		alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF516NSV/	1375747526	ENCODE Processing Pipeline	8c1214acb39f1fa44d94e9bbb3bfcf63		https://www.encodeproject.org/files/ENCFF938HZO/@@download/ENCFF938HZO.bam				archived	s3://encode-public/2016/10/21/ab9a5ed9-58c0-4d29-b8b0-8446c8db7723/ENCFF938HZO.bam	ENCODE3 mm10	archived	low read depth, low spot score		extremely low spot score
ENCFF793TTN	bam	bam		alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF587QWX/	1960557244	ENCODE Processing Pipeline	9862b1b6e10a12903bb10d1c4d27dd7c		https://www.encodeproject.org/files/ENCFF793TTN/@@download/ENCFF793TTN.bam				archived	s3://encode-public/2016/10/21/f2fa27a4-3472-42b9-b09a-d3b94c77342d/ENCFF793TTN.bam	ENCODE3 mm10	archived	low read depth, low spot score		extremely low spot score
ENCFF501KIE	bam	bam		unfiltered alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF001PMQ/, /files/ENCFF063EBQ/, /files/ENCFF001PMP/	2813347659	ENCODE Processing Pipeline	04901c152a7b9bbae9dee06c738bac7e		https://www.encodeproject.org/files/ENCFF501KIE/@@download/ENCFF501KIE.bam				released	s3://encode-public/2020/10/15/eb25e1e8-0605-4dca-866b-27d4df34089c/ENCFF501KIE.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		extremely low spot score
ENCFF082CPY	bam	bam		alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF516NSV/	1363697391	ENCODE Processing Pipeline	563a04138fc50072a4e2d27ce8d8d999		https://www.encodeproject.org/files/ENCFF082CPY/@@download/ENCFF082CPY.bam				released	s3://encode-public/2017/08/24/e4ed65b0-f70c-4f16-94ec-acd353629b0c/ENCFF082CPY.bam	ENCODE3 mm10	archived	low read depth, low spot score		extremely low spot score
ENCFF140XHO	bam	bam		alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF587QWX/	1935820790	ENCODE Processing Pipeline	9cfebe3fd5111a96aeeb3f62cb998ab7		https://www.encodeproject.org/files/ENCFF140XHO/@@download/ENCFF140XHO.bam				released	s3://encode-public/2017/08/24/148fbac0-868e-4b18-9440-cef4f12c5eec/ENCFF140XHO.bam	ENCODE3 mm10	archived	low read depth, low spot score		extremely low spot score
ENCFF186HOX	bam	bam		unfiltered alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF063EBQ/, /files/ENCFF001PNR/	2030817211	ENCODE Processing Pipeline	8ed60fbe10c5ce5581295e97c62972a8		https://www.encodeproject.org/files/ENCFF186HOX/@@download/ENCFF186HOX.bam				released	s3://encode-public/2020/10/15/c2e546af-3cff-4925-a366-3b48cf7af23b/ENCFF186HOX.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		extremely low spot score
ENCFF197STF	bam	bam		alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF882SRG/, /files/ENCFF186HOX/	1345280332	ENCODE Processing Pipeline	c1daf68309e660a64808eff3547ed104		https://www.encodeproject.org/files/ENCFF197STF/@@download/ENCFF197STF.bam				released	s3://encode-public/2020/10/15/2b932760-d05d-4c12-b115-2a91861e89fd/ENCFF197STF.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		extremely low spot score
ENCFF445MZL	bam	bam		alignments	mm10	ENCSR000CNF	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0005418	hindlimb bud	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF882SRG/, /files/ENCFF501KIE/	1909065629	ENCODE Processing Pipeline	790f4be3ee3be8dfe9a04a6fb7737399		https://www.encodeproject.org/files/ENCFF445MZL/@@download/ENCFF445MZL.bam				released	s3://encode-public/2020/10/15/c45b58ea-45a7-4ba3-829b-47da6df1894a/ENCFF445MZL.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		extremely low spot score
ENCFF001PUW	bam	bam		alignments	mm9	ENCSR000CNO	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000926	mesoderm	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF001PUT/, /files/ENCFF001PUU/	1988074859	John Stamatoyannopoulos, UW	e3baf1f46f33f9b391539507aa77aa3d		https://www.encodeproject.org/files/ENCFF001PUW/@@download/ENCFF001PUW.bam				archived	s3://encode-public/2011/05/06/a288b2a7-fe22-4414-a7c0-5b77028542ae/ENCFF001PUW.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001PUY	bam	bam		alignments	mm9	ENCSR000CNO	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000926	mesoderm	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF001PUR/, /files/ENCFF001PUS/	4262106661	John Stamatoyannopoulos, UW	b1aa222668935f14db41375eb5d3f82c		https://www.encodeproject.org/files/ENCFF001PUY/@@download/ENCFF001PUY.bam				archived	s3://encode-public/2011/05/06/fd4540f2-45ce-4fd7-9bc8-e3887ca36b74/ENCFF001PUY.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF762PCE	bam	bam		unfiltered alignments	mm10	ENCSR000CNO	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000926	mesoderm	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF001PUS/, /files/ENCFF001PUR/, /files/ENCFF340HIY/	5532599261	ENCODE Processing Pipeline	855a0023a80b0bf56e7ffc2ab33c5f47		https://www.encodeproject.org/files/ENCFF762PCE/@@download/ENCFF762PCE.bam				released	s3://encode-public/2016/10/21/50995869-1807-4751-b971-807a1234f592/ENCFF762PCE.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF363UKX	bam	bam		unfiltered alignments	mm10	ENCSR000CNO	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000926	mesoderm	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		2	2_1		36					/files/ENCFF001PUU/, /files/ENCFF001PUT/, /files/ENCFF340HIY/	2649159896	ENCODE Processing Pipeline	a72010c5eeb232edf5275677666b82d4		https://www.encodeproject.org/files/ENCFF363UKX/@@download/ENCFF363UKX.bam				released	s3://encode-public/2016/10/21/bc69eeec-b2fe-4c65-babd-cb3c6bfd01df/ENCFF363UKX.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF315DJU	bam	bam		alignments	mm10	ENCSR000CNO	DNase-seq	/mouse-donors/ENCDO083AAA/	UBERON:0000926	mesoderm	tissue	Mus musculus											DNA						2012-03-29	ENCODE		see document		1	1_1		36					/files/ENCFF762PCE/	4457843832	ENCODE Processing Pipeline	6e7e31c7b711ac8ed6835e726bbb5816		https://www.encodeproject.org/files/ENCFF315DJU/@@download/ENCFF315DJU.bam				archived	s3://encode-public/2016/10/21/8d23b5c1-0f0b-40ec-aa61-e8781adb0db0/ENCFF315DJU.bam	ENCODE3 mm10	archived	low read depth, low spot score		
